id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-02-23T00:00:00.000Z,2017-04-03T19:50:50Z,"2017-04-03T03:02:00.000Z,2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",,False,,0.0,1.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=48,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=63,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=96","If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!",Ads ads and ads,,,Rach
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-18T00:00:00.000Z,2017-04-03T19:49:44Z,"2017-04-03T03:01:00.000Z,2017-04-30T00:45:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=128,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=143,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=176","Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option",An average Fire tablet,,,Ganamurthy
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-18T00:00:00.000Z,2017-04-03T19:49:44Z,"2017-04-03T03:01:00.000Z,2017-04-30T00:45:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=124,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=139,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=172","This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money.",No Android support,,,allenr422000
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-23T00:00:00.000Z,2017-03-10T06:27:42Z,"2017-03-09T19:47:00.000Z,2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=201,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=250,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=283","The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast.",Decent tablet but not high caliber,,,MrDB
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-23T00:00:00.000Z,2017-03-10T06:27:42Z,"2017-03-09T19:47:00.000Z,2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=199,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=248,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=282",Good starter unit. Easy for a beginner to use. Priced low to give you a taste of the tablet world.,Ok for the price,,,gdallen58
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-24T00:00:00.000Z,2017-03-10T06:27:42Z,"2017-03-09T19:47:00.000Z,2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,False,,0.0,2.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=244,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=277","If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it.",It is a shopping device,,,Economessed
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-24T00:00:00.000Z,2017-03-10T06:27:42Z,"2017-03-09T19:47:00.000Z,2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,2.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=244,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=277",fire tablet is very powerful for the size and does everything!,great little device,,,icanjp
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-19T00:00:00.000Z,2017-05-21T05:51:32Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,False,,0.0,1.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=305,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=338","not good, hate it , never buy it again, sucks. done",hate it,,,khob
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-15T00:00:00.000Z,2017-05-21T05:51:34Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,True,,3.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=310,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=343",Much harder to work than an android. None of the wallpaper apps I downloaded from the kindle store work on the device. many of the other apps look cheap on the display. other wise it is prettier and more responsive than the cheaper $49 tablet. They make it look like an android tablet but it is not. no google play. Everything is just harder to work than on a regular android BUT for a tablet under $100 it exceeds expectations. It is more responsive than other models of fire,frustrating compared to an android,,,kcladyz
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-12T00:00:00.000Z,2017-05-21T05:51:34Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,False,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=311,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=344","I had fire hdx 8 and loved it, unfortunately got damaged and could not replace. I purchased the fire HD 8 and exchanged n pay difference for fire HD 10. The 8 did not have a lot of options I was used to. :(",Ok for a young person,,,Sandy
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-11T00:00:00.000Z,2017-05-21T05:51:34Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,True,,3.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=312,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=345","The Amazon Fire HD8 (2016 model) is a great tablet for the price; however, the Fire OS offers limited abilities to the user. Personally, I wish there were ways to mirror the screen to a tv without having to purchase a Fire TV streaming stick. Also, the inability to use the google play store is a major set back. If it weren't for those two complaint, I'd give this tablet 4 stars.",Great tablet for the price,,,LexusTech
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-10-20T00:00:00.000Z,2017-05-21T05:51:37Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,False,,4.0,1.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=320,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=353",This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.,More ideal for a child or teen.,,,Jerry
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-10-19T00:00:00.000Z,2017-05-21T05:51:37Z,2017-04-30T00:39:00.000Z,,False,,1.0,3.0,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=320,"This was a good tablet. I bought it for my Gf who basically only wanted it for Netflix and YouTube. The display was good, not great. The issue we had was that it kept dropping the wifi connection. This could have been a defect in this one tablet but we returned it and got another one.",Good tablet bad wifi connection,,,Manny
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-14T00:00:00.000Z,2017-05-21T05:55:21Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,True,,0.0,1.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=9,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=43",We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.,product works real well.,,,jerbear
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-15T00:00:00.000Z,2017-05-21T05:55:21Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,False,,0.0,2.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=7,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=40","I have always gone to buy a kindle because I like the books and th games available. But I found them very unpredictable and unreliable. The color burns futon screen, then the screens starts jumping. As a result I have purchased 8 over the years. Not sure if Want to go through that for the 9th time!",Disappointed,,,Rutele
